decoy                                  RMSD         CONTACT      R_GYRATION       AB_ENERGY           ANGLE            BOND           DIHED             EEL           EELEC             EGB           ESURF              NB         VDWAALS
decoy46_1_A_AMBER_minimized.pdb       4.1000    -31.0000000      22.6319471      -0.0788787   10120.4129000     110.9787000     566.9359000    1025.6385000   -1954.7282000    -860.4352000      33.1986000     156.5480000    -114.5380000 
decoy40_73_A_AMBER_minimized.pdb      7.2900    -23.0000000      31.5249996      -0.1422178   10123.9709000     145.0238000     546.3213000    1005.7594000   -1879.4365000    -919.6029000      30.2453000     158.2082000     -62.2258000 
decoy54_213_A_AMBER_minimized.pdb    11.9800    -27.0000000      15.1825151      -0.1459608   10117.0341000     111.9843000     496.1340000    1008.5486000   -1936.3920000    -856.9052000      33.1181000     158.6360000    -117.5622000 
decoy21_51_A_AMBER_minimized.pdb      7.9200    -38.0000000      13.4938042      -0.0868166   10107.7186000      78.4963000     529.8352000     998.3213000   -1760.9986000   -1005.6615000      28.6519000     156.2928000    -139.1618000 
decoy27_137_A_AMBER_minimized.pdb     9.9900    -28.0000000      57.8431108      -0.0831777   10115.9361000      71.9790000     495.7251000    1015.0627000   -1788.7549000    -971.3688000      26.2408000     159.5111000    -123.9713000 
decoy5_3_A_AMBER_minimized.pdb        2.9000    -47.0000000      26.7518962      -0.1536899   10114.9075000      78.0079000     509.2099000    1040.9723000   -1935.2400000    -904.0790000      29.9754000     174.3541000    -135.7197000 
decoy16_3_A_AMBER_minimized.pdb       2.4300    -53.0000000      32.6702521      -0.1215834   10119.2574000      65.2939000     494.8959000    1035.3507000   -1940.4455000    -879.9582000      30.2149000     159.1830000    -141.1532000 
decoy22_1_A_AMBER_minimized.pdb       2.9600    -43.0000000      69.5936372      -0.1432849   10116.4277000      94.2956000     522.2621000    1030.4806000   -1985.1630000    -860.7910000      33.2241000     163.1828000    -142.1422000 
decoy69_75_A_AMBER_minimized.pdb      7.2000    -47.0000000      52.4874199      -0.1792133   10118.1347000      85.4006000     551.5097000    1059.6371000   -1891.9614000    -958.6058000      29.3597000     161.7061000    -106.5757000 
decoy50_118_A_AMBER_minimized.pdb     9.2800    -11.0000000      28.2873102      -0.1191348   10182.1866000     150.7810000     570.6168000    1016.3005000   -1984.4737000    -842.8003000      28.4280000     154.0845000    -100.8979000 
decoy16_18_A_AMBER_minimized.pdb      3.8600    -48.0000000      28.3190872      -0.1565978   10110.4656000      74.0197000     531.2929000     994.8493000   -1922.2694000    -864.7641000      31.2752000     156.5844000    -153.8660000 
decoy66_112_A_AMBER_minimized.pdb     9.8100    -24.0000000      43.7214226      -0.1268987   10115.7563000     111.6502000     558.7411000    1009.7189000   -1936.3310000    -870.0898000      26.4332000     155.4042000    -128.0273000 
decoy16_2_A_AMBER_minimized.pdb       2.4200    -51.0000000      33.5201054      -0.1360476   10117.7405000     117.4056000     531.5816000    1007.9969000   -2039.8314000    -807.4986000      31.0922000     145.1715000    -142.4169000 
decoy15_75_A_AMBER_minimized.pdb      7.9100    -47.0000000      45.9518780      -0.1381391   10132.0917000      89.5229000     483.0422000    1055.8050000   -1829.4717000   -1035.7757000      28.7785000     177.5202000    -132.3026000 
decoy50_109_A_AMBER_minimized.pdb     9.3900    -20.0000000      29.3213153      -0.1621652   10119.6721000     104.1956000     537.0995000    1014.0128000   -1903.6045000    -907.5456000      29.2553000     162.8805000    -104.5313000 
decoy54_210_A_AMBER_minimized.pdb    11.0200    -23.0000000     100.8085320      -0.1029132   10120.0393000      86.3009000     545.3253000    1010.6463000   -1655.0991000   -1143.6422000      37.7928000     166.8002000    -126.8850000 
decoy25_21_A_AMBER_minimized.pdb      3.9200    -14.0000000      54.9207974      -2.1582557 30516726.5143000  767658.6064000    2053.7307000    -266.7054000    -731.6441000   -1742.7004000      37.0844000 1136504.7517000 1829225.9726000 
decoy10_1_A_AMBER_minimized.pdb       4.0400    -46.0000000      29.8650942      -0.1360797   10115.4412000      66.1145000     498.6801000     994.8389000   -1913.6088000    -871.2418000      32.5423000     160.6043000    -136.0756000 
decoy1_30_A_AMBER_minimized.pdb       3.3900    -46.0000000      11.5672621      -0.1182011   10114.8609000      94.1828000     535.8249000    1023.7326000   -1877.4713000    -936.3198000      34.7135000     160.6512000    -156.8501000 
decoy33_101_A_AMBER_minimized.pdb     7.0600    -49.0000000      33.6021317      -0.1312025   10124.0103000      77.9358000     499.1189000    1053.1277000   -1808.8814000   -1027.4310000      31.6539000     184.1408000     -88.3823000 
decoy24_23_A_AMBER_minimized.pdb      3.7700    -49.0000000      21.6349267      -0.1330336   10122.9517000     104.8409000     498.7197000    1000.2908000   -1851.3578000    -935.1219000      30.6798000     167.2431000    -105.9875000 
decoy54_208_A_AMBER_minimized.pdb    11.8600    -28.0000000      15.1687633      -0.1645749   10162.3976000     184.1239000     550.4112000    1007.6953000   -1849.1857000    -954.9580000      33.3853000     163.2721000    -144.6233000 
decoy7_38_A_AMBER_minimized.pdb       8.0800    -28.0000000      47.1157811      -0.0930989   10124.4152000     133.2556000     530.1181000    1024.7470000   -1943.9961000    -892.3596000      32.0214000     160.1726000     -88.3436000 
decoy39_67_A_AMBER_minimized.pdb      8.5200    -23.0000000      47.9138818      -0.1154938   10104.2406000      73.5677000     537.5262000    1042.6212000   -1894.2172000    -938.4325000      29.4050000     155.2666000    -167.2775000 
decoy29_133_A_AMBER_minimized.pdb    10.3200    -23.0000000      18.4319140      -0.1082768   10126.5397000     121.6560000     527.0663000    1015.2397000   -1866.2751000    -920.7416000      29.8014000     157.1093000     -62.6403000 
decoy66_9_A_AMBER_minimized.pdb       6.5700    -22.0000000      38.8971923      -0.0978733   10138.8892000     100.4100000     550.2698000    1025.4032000   -1922.5330000    -895.5318000      34.3356000     143.8068000    -131.1575000 
decoy18_72_A_AMBER_minimized.pdb      8.4400    -26.0000000       4.0150643      -0.1717841   10110.1770000      87.6801000     518.0618000     999.9119000   -1885.2338000    -949.3966000      29.2630000     165.4775000    -135.4711000 
decoy65_1_A_AMBER_minimized.pdb       6.9900    -34.0000000      20.9559976      -0.1240960   10117.0557000      90.7350000     537.3517000    1015.4132000   -1836.0168000   -1010.5983000      32.1238000     162.9330000    -107.2247000 
decoy67_1_A_AMBER_minimized.pdb       5.1500    -22.0000000      30.2981917      -0.1134486   10119.5577000     127.8260000     525.6234000    1014.5394000   -1805.1368000    -997.8223000      36.4492000     159.8900000    -100.5541000 
decoy1_11_A_AMBER_minimized.pdb       1.6200    -51.0000000      11.5289252      -0.1395428   10123.6086000     111.6661000     540.7590000     994.8766000   -2024.4073000    -764.2224000      31.7618000     164.7875000     -98.1784000 
decoy34_14_A_AMBER_minimized.pdb      8.8900    -36.0000000      51.1060642      -0.1684591   10127.2646000     131.5110000     510.3567000    1026.6404000   -1814.8501000    -967.1283000      26.9872000     174.9089000     -86.7511000 
decoy68_78_A_AMBER_minimized.pdb      8.9100    -36.0000000      30.0023385      -0.1473848   10115.1679000     149.8103000     510.0935000    1004.4893000   -1962.1765000    -899.0720000      30.6080000     156.5403000     -89.9506000 
decoy24_38_A_AMBER_minimized.pdb      4.3000    -47.0000000      21.8558271      -0.1530062   10110.2350000      92.5063000     545.3684000    1028.8727000   -1907.8630000    -907.3069000      28.2942000     158.4270000    -162.2736000 
decoy65_8_A_AMBER_minimized.pdb       7.7200    -38.0000000      32.4683364      -0.1153742   10104.4830000      60.0517000     489.8660000    1009.8602000   -1719.8713000   -1068.1221000      30.0188000     167.7602000    -152.7491000 
decoy25_16_A_AMBER_minimized.pdb      3.2900    -49.0000000      20.8425019      -0.1533240   10135.8846000      76.6275000     539.9760000    1016.8930000   -1888.9266000    -933.9611000      32.2681000     152.3391000    -144.7622000 
decoy9_1_A_AMBER_minimized.pdb        3.6800    -50.0000000      39.8621711      -0.1451524   10107.9466000      76.5640000     484.4496000    1024.7719000   -1843.7739000    -946.6666000      30.7725000     171.1739000    -115.2284000 
decoy24_96_A_AMBER_minimized.pdb      5.2200    -46.0000000      25.0365587      -0.1428623   10106.4162000      53.3980000     506.9430000    1026.9025000   -1917.4512000    -906.1190000      30.7513000     164.8736000    -162.5379000 
decoy25_8_A_AMBER_minimized.pdb       3.2900    -51.0000000      19.1086470      -0.1322847   10119.5155000      94.2336000     488.6830000     986.2543000   -1925.4504000    -873.5781000      33.4907000     164.7824000    -103.4415000 
decoy61_8_A_AMBER_minimized.pdb       6.9400    -32.0000000      21.2330572      -0.1370145   10115.0806000      99.2144000     515.3762000    1005.8802000   -1453.1804000   -1283.0783000      31.2547000     165.5672000     -86.6462000 
decoy0_1_A_AMBER_minimized.pdb        0.2300    -60.0000000      10.7654062      -0.1271503   10140.3252000     106.4215000     531.1345000     984.6816000   -1863.7364000    -922.2771000      30.7621000     150.6265000    -155.7894000 
decoy15_1_A_AMBER_minimized.pdb       2.5600    -38.0000000      48.6430783      -0.1174881   10118.8331000     107.9310000     542.9045000    1016.5124000   -1941.6316000    -868.5567000      30.3607000     156.8021000    -118.0821000 
decoy13_10_A_AMBER_minimized.pdb      6.8600    -42.0000000      40.7004855      -0.1410774   10109.6403000      59.2526000     543.0669000    1029.4155000   -1961.1113000    -865.9705000      29.2000000     152.1566000    -154.3571000 
decoy1_17_A_AMBER_minimized.pdb       2.1800    -46.0000000      12.0789853      -0.1249114   10123.3678000     107.8430000     567.0569000     972.8629000   -1850.9297000    -913.1807000      32.9327000     149.7461000    -104.1898000 
decoy33_78_A_AMBER_minimized.pdb      5.1000    -50.0000000      30.1019077      -0.1149974   10105.6325000      51.0686000     475.4177000    1009.3714000   -1646.0084000   -1112.4499000      30.0891000     159.2436000    -131.8669000 
decoy11_173_A_AMBER_minimized.pdb    10.4400    -29.0000000      30.6755891      -0.0855102   10110.6761000      58.3025000     504.1060000    1050.3100000   -1824.3507000   -1041.1098000      34.5428000     164.7920000    -147.8877000 
decoy66_26_A_AMBER_minimized.pdb      7.3700    -17.0000000      37.7783740      -0.1456219   10128.9956000      81.2822000     503.9427000    1042.8875000   -1848.0274000    -946.4986000      32.6724000     162.9246000     -79.1630000 
decoy10_76_A_AMBER_minimized.pdb      5.8200    -44.0000000      24.5371012      -0.1825883   10115.0783000     117.5218000     563.3716000    1006.9818000   -1808.5499000    -963.5972000      26.7978000     158.1733000    -108.8290000 
decoy43_5_A_AMBER_minimized.pdb       4.5800    -31.0000000      50.6575313      -0.1606185   10201.5346000     307.2075000     561.8263000    1004.1871000   -1826.2075000    -929.5328000      30.8823000     151.8528000       7.9974000 
decoy24_135_A_AMBER_minimized.pdb     5.1500    -50.0000000      21.5095047      -0.1345766   10120.5786000     120.4534000     477.9545000    1026.2075000   -1965.3967000    -858.3369000      28.5522000     169.2316000    -128.6430000 
decoy1_15_A_AMBER_minimized.pdb       2.9300    -52.0000000      10.2012545      -0.1468719   10123.3519000      71.1044000     523.9090000     987.0451000   -1789.3921000    -989.1475000      33.6586000     153.4094000    -122.8490000 
decoy54_205_A_AMBER_minimized.pdb    11.8100    -27.0000000      14.6917155      -0.1689315   10151.3910000      85.5817000     496.7142000    1009.1770000   -1821.3753000    -969.0275000      30.8285000     170.2621000    -127.0998000 
decoy14_2_A_AMBER_minimized.pdb       4.9200    -46.0000000      28.0108337      -0.1446134   10119.2633000     182.2521000     500.7353000    1001.9312000   -1918.3004000    -904.4586000      32.0718000     161.6372000     -89.0258000 
decoy1_23_A_AMBER_minimized.pdb       2.6500    -47.0000000      11.3385337      -0.1507124   10114.9904000     110.7841000     496.2655000    1004.1255000   -1972.0761000    -810.0074000      27.8078000     167.6371000    -139.4506000 
decoy1_1_A_AMBER_minimized.pdb        1.3700    -50.0000000      11.5529862      -0.1474905   10166.2926000     208.7220000     586.6814000     999.4505000   -1912.4012000    -878.8608000      30.0614000     168.3289000     -31.3139000 
decoy36_162_A_AMBER_minimized.pdb    11.3000    -19.0000000      24.3976504      -0.1697754   10132.6591000      96.2671000     510.6814000    1010.8045000   -1900.9468000    -914.3644000      29.9350000     155.1867000    -140.9937000 
decoy23_34_A_AMBER_minimized.pdb      6.8400    -44.0000000      54.0047768      -0.1384255   10110.8565000     103.4956000     547.0958000    1013.8980000   -1849.9632000    -964.2694000      30.8619000     152.8378000    -119.1688000 
decoy21_24_A_AMBER_minimized.pdb      5.8900    -33.0000000      36.2396030      -0.1038659   10127.5803000     127.9489000     494.9680000     998.2084000   -1854.7594000    -901.0770000      30.9153000     155.3175000     -49.9985000 
decoy18_116_A_AMBER_minimized.pdb    10.4500    -23.0000000       4.8838116      -0.1124315   10108.1146000      78.3137000     580.1670000    1039.1835000   -1940.2078000    -888.6814000      27.0660000     155.8982000    -133.4140000 
decoy54_203_A_AMBER_minimized.pdb    11.9800    -28.0000000      15.1168348      -0.1582737   10114.5845000      86.5440000     511.0633000     986.6487000   -1880.2577000    -901.1338000      33.7939000     152.0863000    -111.4123000 
1I6C_A_AMBER_minimized.pdb            0.0000    -63.0000000      10.7155646      -0.1471906   10121.7056000     168.4039000     545.3398000     956.0032000   -2070.2257000    -702.5473000      29.9617000     120.5816000    -181.1259000 
decoy54_209_A_AMBER_minimized.pdb    11.9100    -27.0000000      15.9099287      -0.1567655   10115.3607000     134.4218000     516.0158000    1048.4357000   -1862.1935000    -957.7773000      32.9918000     176.2493000     -88.1642000 
decoy9_22_A_AMBER_minimized.pdb       5.6000    -47.0000000      41.4370346      -0.1659475   10110.8404000      56.9602000     517.0102000    1019.7678000   -1841.9672000    -988.3511000      33.3115000     152.9674000    -140.8686000 
decoy65_93_A_AMBER_minimized.pdb      8.5700    -22.0000000      22.1934231      -0.2058981   10108.7857000      89.0135000     501.1443000    1054.0196000   -1827.2406000    -984.0436000      28.8569000     174.8362000    -107.1334000 
decoy33_30_A_AMBER_minimized.pdb      4.9700    -49.0000000      32.5482401      -0.1364052   10106.3276000      66.7932000     481.9301000     980.5602000   -1754.7663000    -995.1384000      29.4504000     156.4021000    -166.2330000 
decoy65_52_A_AMBER_minimized.pdb      8.6200    -34.0000000       6.7722802      -0.1588365   10161.4300000     137.4409000     578.1002000     989.4552000   -1750.9929000   -1023.6938000      31.9217000     163.4257000     -66.4725000 
decoy68_130_A_AMBER_minimized.pdb     9.9800    -12.0000000      36.2110139      -0.1404942   10114.1703000      93.9525000     548.0215000    1029.4613000   -1904.9341000    -885.6353000      28.2722000     153.0754000    -103.6239000 
decoy25_10_A_AMBER_minimized.pdb      3.9700    -51.0000000      26.3052871      -0.1701240   10111.6964000      75.0593000     520.0770000    1032.3389000   -1970.1136000    -869.0132000      32.4546000     164.7797000    -118.4074000 
decoy1_2_A_AMBER_minimized.pdb        1.4100    -53.0000000      12.2495662      -0.1344517   10129.3015000     149.6227000     546.0265000    1014.5705000   -1858.8300000    -959.0987000      31.7260000     151.8648000    -124.4773000 
decoy40_26_A_AMBER_minimized.pdb      6.5900    -26.0000000      31.9827089      -0.1538223   10110.2991000      93.2859000     517.4608000     996.6394000   -1689.2321000   -1067.9581000      30.7925000     166.8549000     -86.0552000 
decoy13_96_A_AMBER_minimized.pdb      8.0900    -37.0000000      71.2110222      -0.1520361   10110.2145000      54.3085000     549.5112000    1008.4715000   -1956.2967000    -875.5128000      29.1900000     159.4310000    -125.6427000 
decoy13_51_A_AMBER_minimized.pdb      7.9600    -43.0000000      50.3150184      -0.1557434   10115.7549000     107.7175000     491.0986000    1009.3797000   -1881.5209000    -947.5391000      28.0104000     147.7666000    -138.2558000 
decoy68_15_A_AMBER_minimized.pdb      7.9100    -28.0000000      66.9439190      -0.1216170   10113.5466000      88.3653000     489.7322000    1016.2396000   -1991.0910000    -802.3308000      30.0192000     176.9648000    -121.3457000 
decoy65_126_A_AMBER_minimized.pdb    10.2800    -32.0000000      55.4748168      -0.1434447   10133.7760000     224.5392000     594.3430000     951.8298000   -1536.0014000   -1171.5707000      33.7507000     155.3053000     -47.9986000 
decoy37_112_A_AMBER_minimized.pdb    10.0900    -25.0000000      18.5666044      -0.0727026   10155.5972000     121.9529000     540.4699000     998.0238000   -1965.5237000    -842.8399000      33.6497000     170.4354000     -49.8872000 
decoy33_197_A_AMBER_minimized.pdb     8.1100    -32.0000000      18.1248753      -0.1395195   10158.5403000     193.4085000     553.6131000    1014.7922000   -1934.4147000    -905.3900000      31.0280000     148.0020000    -121.0877000 
decoy40_152_A_AMBER_minimized.pdb     9.1500    -29.0000000      54.3562498      -0.1384364   10180.2171000     129.2508000     534.6896000     968.9005000   -1793.2489000    -969.5748000      30.9853000     162.4369000     -89.2108000 
decoy50_111_A_AMBER_minimized.pdb     9.1600    -17.0000000      21.4485443      -0.1539379   10127.5222000      99.7483000     577.9305000    1003.0339000   -1857.5147000    -927.3778000      30.2369000     150.6157000     -68.3624000 
decoy32_162_A_AMBER_minimized.pdb    10.1900    -26.0000000      68.5298314      -0.1669436   10118.3791000      63.0354000     544.6749000    1021.5500000   -1850.5744000    -940.8191000      31.3854000     170.5106000    -134.9750000 
decoy24_5_A_AMBER_minimized.pdb       2.1500    -50.0000000      24.6132477      -0.1463688   10111.0407000      83.2196000     510.0853000    1004.2218000   -1970.8032000    -838.4052000      31.8405000     156.8654000    -112.9638000 
decoy49_131_A_AMBER_minimized.pdb    11.1500    -15.0000000      25.1413221      -0.1031244   10116.3042000     122.7844000     612.2613000     993.5601000   -1837.8664000    -944.6198000      33.2754000     154.9558000     -92.3074000 
decoy37_43_A_AMBER_minimized.pdb      8.2600    -32.0000000      19.4872981      -0.1367717   10116.0472000      53.3659000     552.8543000    1042.2704000   -1898.2752000    -941.8493000      31.9927000     166.7716000    -123.2888000 
decoy65_31_A_AMBER_minimized.pdb      7.9900    -33.0000000      31.7550257      -0.1014991   10120.1630000     162.2555000     486.6093000    1007.6056000   -1766.4476000   -1038.1038000      29.4577000     153.8950000    -114.7350000 
decoy40_11_A_AMBER_minimized.pdb      5.7700    -37.0000000      19.8107806      -0.1504560   10112.3652000      67.6847000     493.4947000    1010.6293000   -1741.2355000   -1056.9169000      31.9768000     170.4287000     -97.8759000 
decoy1_14_A_AMBER_minimized.pdb       2.5500    -49.0000000      10.4305467      -0.1569171   10115.6784000     102.7904000     500.1884000     999.0403000   -1815.8468000    -981.9159000      31.5052000     165.8989000    -100.2361000 
decoy6_22_A_AMBER_minimized.pdb       7.0200    -39.0000000      42.9385152      -0.1059959   10178.8331000     220.3171000     516.2070000    1002.7435000   -1833.7506000    -956.8049000      31.6401000     155.7050000     -79.2655000 
decoy15_2_A_AMBER_minimized.pdb       3.9000    -52.0000000      52.2440134      -0.1562293   10159.3721000      99.4362000     543.8144000    1009.6159000   -1946.9651000    -879.4666000      32.1184000     173.9610000     -76.5351000 
decoy24_63_A_AMBER_minimized.pdb      4.3600    -46.0000000      22.0848300      -0.1100154   10100.5869000      59.7789000     467.4406000    1004.0592000   -1790.9128000    -959.6147000      29.9866000     154.1628000    -164.0817000 
decoy24_3_A_AMBER_minimized.pdb       2.5600    -48.0000000      19.6473584      -0.1685558   10131.7664000     153.4982000     507.4451000    1017.0826000   -2011.6377000    -809.7952000      31.0043000     148.2207000    -121.4677000 
decoy24_138_A_AMBER_minimized.pdb     6.1100    -42.0000000      26.7656954      -0.1737916   10103.2684000      45.3974000     472.5189000     996.2271000   -1941.3525000    -849.2305000      29.5979000     162.1847000    -165.8001000 
decoy25_5_A_AMBER_minimized.pdb       3.3000    -51.0000000      22.2194614      -0.1377046   10107.8387000      40.9822000     532.2300000    1007.7899000   -1922.5605000    -874.9128000      31.9946000     161.7339000    -164.4343000 
decoy59_91_A_AMBER_minimized.pdb      7.8700    -42.0000000      27.1353985      -0.1203965   10108.2559000      47.2879000     513.4414000    1036.5746000   -2043.8735000    -784.9030000      29.5311000     161.1439000    -150.7505000 
decoy69_37_A_AMBER_minimized.pdb      6.8900    -22.0000000      36.6090444      -0.1454401   10104.4541000      60.1434000     539.5893000    1024.3500000   -1828.5991000    -927.0432000      28.4971000     165.1697000    -137.6395000 
decoy24_1_A_AMBER_minimized.pdb       2.4200    -52.0000000      24.0248227      -0.1466184   10119.2294000     112.8789000     551.4302000     971.6491000   -1931.9592000    -833.0542000      31.0249000     153.6472000    -117.4189000 
decoy1_31_A_AMBER_minimized.pdb       3.0200    -52.0000000      11.7024595      -0.1607804   10119.7598000      97.8501000     558.5710000    1045.7329000   -1924.5920000    -938.9583000      33.3827000     158.8559000    -135.8229000 
decoy24_25_A_AMBER_minimized.pdb      3.7700    -48.0000000      19.6555530      -0.1314795   10113.4741000      72.7876000     524.6341000    1002.6037000   -1916.2920000    -870.9106000      29.8216000     159.7886000    -149.7505000 
decoy5_23_A_AMBER_minimized.pdb       5.7400    -52.0000000      17.7101863      -0.1531343   10111.3446000      84.6112000     490.5532000    1007.5603000   -1878.1363000    -944.0307000      29.4114000     165.5638000    -128.7753000 
decoy16_1_A_AMBER_minimized.pdb       2.3900    -51.0000000      33.4855538      -0.1358331   10112.6758000      47.7561000     526.4217000    1041.1229000   -1991.3500000    -867.7919000      33.1866000     156.2105000    -170.5274000 
decoy55_164_A_AMBER_minimized.pdb    10.4900    -19.0000000      44.8155658      -0.0879552   10120.0308000     137.6710000     566.4985000    1027.6737000   -1985.5979000    -827.1380000      31.1057000     167.5517000     -55.8479000 
decoy32_78_A_AMBER_minimized.pdb      8.8800    -38.0000000      25.4172399      -0.1658753   10106.3021000      95.0575000     579.6822000    1033.4172000   -1867.4968000    -974.5563000      28.8075000     155.1289000    -126.0304000 
decoy54_200_A_AMBER_minimized.pdb    11.2000    -25.0000000     102.5276452      -0.1014958   10110.3082000     104.9069000     524.7786000     980.7227000   -1707.7628000   -1058.5680000      36.9771000     164.2928000     -91.7361000 
decoy16_4_A_AMBER_minimized.pdb       3.7600    -56.0000000      31.4006120      -0.1339583   10109.6035000      78.3368000     541.2639000    1004.1541000   -1929.9171000    -882.8281000      33.7503000     167.2692000    -142.1332000 
decoy6_144_A_AMBER_minimized.pdb      8.9800    -38.0000000      23.9594179      -0.1038649   10135.5584000     127.9645000     508.9649000     990.9554000   -1793.7642000    -953.3344000      29.8272000     158.3307000    -110.6644000 
decoy50_55_A_AMBER_minimized.pdb      8.9400    -18.0000000      19.8068927      -0.1570099   10114.7321000      93.9683000     519.1871000    1018.4300000   -1993.0838000    -844.3442000      29.7077000     169.5436000     -74.4298000 
decoy48_1_A_AMBER_minimized.pdb       4.8200    -17.0000000      21.9173422      -0.0510482   10123.0730000     129.8475000     519.6691000    1011.1772000   -1913.7686000    -877.9185000      35.7440000     172.8849000     -75.8252000 
decoy25_14_A_AMBER_minimized.pdb      3.5600    -55.0000000      26.3248781      -0.1644328   10120.7024000      86.0651000     545.9409000    1018.4471000   -1860.3955000    -930.4658000      30.1526000     163.2407000     -92.9912000 
decoy11_1_A_AMBER_minimized.pdb       3.8400    -44.0000000      32.9580496      -0.0958929   10118.6162000      82.0490000     549.7855000    1026.0577000   -1842.2714000    -975.3433000      34.2407000     167.1291000     -99.9532000 
decoy68_12_A_AMBER_minimized.pdb      6.3200    -23.0000000      47.3823519      -0.1052280   10109.0463000      91.2597000     509.2562000     993.7287000   -1824.8102000    -948.2960000      34.5483000     169.6587000    -132.7359000 
decoy6_85_A_AMBER_minimized.pdb       7.9700    -47.0000000      45.8751061      -0.1580955   10103.8939000      74.9148000     507.1662000    1012.4147000   -1988.8122000    -829.2104000      33.0243000     152.6151000    -118.3911000 
decoy54_31_A_AMBER_minimized.pdb      6.8500    -19.0000000      53.2896550      -0.1152608   10120.0273000     142.2631000     561.2289000    1019.0552000   -1909.0392000    -913.3779000      30.4212000     156.6259000    -101.6959000 
decoy54_211_A_AMBER_minimized.pdb    11.9400    -29.0000000      14.8180219      -0.1822751   10132.1999000     114.6263000     544.3282000     995.0739000   -1867.1435000    -925.8042000      34.4024000     163.1290000    -148.6535000 
decoy13_41_A_AMBER_minimized.pdb      7.9600    -43.0000000      49.9512422      -0.1472856   10115.3506000     100.4079000     476.5305000    1029.9692000   -1903.3594000    -934.1899000      29.0730000     157.8368000     -82.1279000 
decoy54_207_A_AMBER_minimized.pdb    12.0200    -26.0000000      15.1349990      -0.1427867   10119.0249000     135.3570000     494.8598000     986.3546000   -1840.9820000    -916.6487000      32.3563000     174.1258000     -87.8759000 
decoy33_67_A_AMBER_minimized.pdb      5.0900    -50.0000000      30.9124530      -0.1113422   10115.5576000     101.0039000     483.1998000    1011.1959000   -1780.0745000   -1008.6719000      30.2599000     152.7700000    -113.0563000 
decoy65_125_A_AMBER_minimized.pdb    10.2800    -34.0000000      54.9414180      -0.1379770   10113.1570000     107.8237000     606.0188000     965.9382000   -1514.8289000   -1195.9879000      32.6386000     153.1684000    -123.5717000 
decoy15_14_A_AMBER_minimized.pdb      4.8300    -43.0000000      67.7375526      -0.1425942   10106.1797000      48.9652000     515.6514000     996.3611000   -1931.5640000    -885.9947000      32.4899000     159.3396000    -144.9375000 
decoy10_10_A_AMBER_minimized.pdb      3.6900    -47.0000000      29.8888810      -0.1185891   10129.1946000     124.1378000     520.7161000     980.7567000   -1894.8394000    -893.1872000      30.1259000     157.6083000     -95.7385000 
decoy54_48_A_AMBER_minimized.pdb      7.9100    -24.0000000      45.4857682      -0.1135818   10111.4183000      78.7665000     494.3196000     985.6107000   -1858.9516000    -914.0092000      34.4927000     156.4225000    -130.1804000 
decoy1_8_A_AMBER_minimized.pdb        1.9500    -52.0000000      11.5957650      -0.1386422   10110.5698000     100.8601000     538.7986000     996.0306000   -1807.8758000    -982.6106000      29.2410000     160.2661000    -157.4262000 
decoy7_22_A_AMBER_minimized.pdb       6.9700    -42.0000000      23.5936317      -0.1680564   10128.3724000     121.6158000     539.6591000     995.3362000   -1948.2259000    -842.2408000      28.0027000     148.6938000    -132.3120000 
decoy25_36_A_AMBER_minimized.pdb      3.2600    -49.0000000      21.0966802      -0.1357574   10114.7681000      63.3538000     512.2426000    1018.1821000   -1898.3963000    -930.9233000      31.4755000     155.2313000    -141.1071000 
decoy10_23_A_AMBER_minimized.pdb      4.6600    -47.0000000      33.1481690      -0.1326984   10105.2670000      53.3913000     511.7441000     999.7642000   -1949.4056000    -848.1346000      31.4201000     169.8364000    -174.4934000 
decoy14_7_A_AMBER_minimized.pdb       5.7200    -47.0000000      27.1367085      -0.1381956   10119.8660000      92.6487000     518.4964000    1047.6168000   -1986.9780000    -856.9291000      32.1674000     170.9929000     -81.0968000 
decoy23_104_A_AMBER_minimized.pdb     7.6100    -45.0000000      57.9487188      -0.1742512   10128.4690000      94.2675000     522.4264000    1013.2130000   -1896.3560000    -912.8012000      32.2698000     164.5010000     -96.8856000 
decoy21_11_A_AMBER_minimized.pdb      4.5900    -34.0000000      40.6723617      -0.1148014   10126.2479000     157.0327000     512.8666000    1004.0018000   -1837.5027000    -945.3569000      31.5742000     154.6621000     -42.3371000 
decoy1_9_A_AMBER_minimized.pdb        1.9600    -45.0000000      11.0737919      -0.1266375   10124.3204000      61.8507000     520.3049000    1002.5881000   -1894.4167000    -913.7972000      31.7396000     153.6999000    -165.1836000 
decoy2_35_A_AMBER_minimized.pdb       6.8400    -42.0000000      25.0457850      -0.1920592   10151.6823000     114.1413000     487.0504000    1045.2805000   -1918.9114000    -924.5693000      29.3922000     169.2319000     -97.3928000 
decoy1_3_A_AMBER_minimized.pdb        1.1500    -54.0000000      10.8399369      -0.1255693   10135.8523000      61.1437000     538.0190000     983.1257000   -1898.4806000    -888.2870000      33.2109000     155.9833000    -133.6247000 
decoy34_74_A_AMBER_minimized.pdb      9.1900    -35.0000000      52.9616173      -0.1685979   10110.2670000      60.9563000     486.8033000    1001.4490000   -1724.0066000   -1022.6930000      28.4755000     166.1260000    -112.8311000 
decoy16_8_A_AMBER_minimized.pdb       3.1300    -52.0000000      31.5040732      -0.1453726   10211.6285000     200.2276000     525.5089000    1001.4273000   -1877.0389000    -915.6993000      28.4300000     159.8004000     -92.4397000 
